applicant_id,gender,age,income,business_or_commercial,occupancy_type,construction_type,total_units,region
39449,Sex Not Available,55-64,11760.0,nob/c,pr,sb,1U,south
39450,Male,25-34,2580.0,b/c,pr,sb,1U,North
39451,Male,35-44,19800.0,nob/c,pr,sb,1U,south
39452,Joint,55-64,23340.0,nob/c,pr,sb,1U,North
39453,Sex Not Available,25-34,5460.0,nob/c,pr,sb,1U,south
39454,Male,45-54,3900.0,nob/c,pr,sb,1U,North
39455,Male,>74,2880.0,nob/c,pr,sb,1U,North
39456,Sex Not Available,55-64,8640.0,nob/c,pr,sb,1U,south
39457,Male,25-34,900.0,b/c,pr,sb,1U,North-East
39458,Joint,55-64,9420.0,nob/c,pr,sb,1U,south
39459,Female,>74,1740.0,b/c,pr,sb,1U,North
39460,Sex Not Available,55-64,3960.0,nob/c,pr,sb,1U,south
39461,Joint,25-34,5820.0,nob/c,pr,sb,1U,North
39462,Male,65-74,3240.0,nob/c,pr,sb,1U,North
39463,Joint,55-64,8580.0,nob/c,pr,sb,1U,North
39464,Female,45-54,7440.0,nob/c,pr,sb,1U,North
39465,Sex Not Available,65-74,4200.0,nob/c,pr,sb,1U,south
39466,Joint,35-44,6480.0,b/c,pr,sb,1U,North
39467,Joint,55-64,10260.0,nob/c,pr,sb,1U,south
39468,Joint,65-74,3420.0,nob/c,pr,sb,1U,North
39469,Sex Not Available,55-64,5160.0,nob/c,pr,sb,1U,south
39470,Sex Not Available,35-44,3060.0,b/c,pr,sb,1U,south
39471,Male,35-44,9480.0,nob/c,pr,sb,1U,central
39472,Joint,35-44,5400.0,nob/c,ir,sb,1U,south
39473,Female,55-64,3960.0,nob/c,pr,sb,1U,North
39474,Joint,25-34,5760.0,b/c,pr,sb,1U,North
39475,Sex Not Available,65-74,7860.0,nob/c,pr,sb,1U,south
39476,Sex Not Available,35-44,,b/c,pr,sb,1U,south
39477,Joint,65-74,3000.0,nob/c,pr,sb,1U,North
39478,Female,65-74,1680.0,nob/c,pr,sb,1U,North
39479,Male,35-44,,b/c,pr,sb,1U,North
39480,Joint,45-54,5760.0,nob/c,pr,sb,1U,North
39481,Male,25-34,5400.0,nob/c,pr,sb,1U,south
39482,Joint,55-64,11280.0,nob/c,pr,sb,1U,North
39483,Joint,45-54,17940.0,nob/c,ir,sb,1U,south
39484,Sex Not Available,55-64,,b/c,pr,sb,1U,south
39485,Sex Not Available,,,nob/c,ir,sb,1U,south
39486,Joint,55-64,16560.0,nob/c,pr,sb,1U,North
39487,Male,65-74,2520.0,nob/c,pr,sb,1U,North
39488,Female,45-54,2280.0,b/c,pr,sb,1U,south
39489,Joint,65-74,10380.0,nob/c,sr,sb,1U,North
39490,Male,55-64,14700.0,nob/c,pr,sb,1U,North
39491,Joint,55-64,2220.0,b/c,pr,sb,1U,south
39492,Sex Not Available,55-64,4560.0,nob/c,pr,sb,1U,south
39493,Female,35-44,5280.0,nob/c,pr,sb,1U,North
39494,Female,45-54,5700.0,nob/c,pr,sb,2U,south
39495,Male,35-44,54780.0,nob/c,pr,sb,1U,south
39496,Joint,25-34,9000.0,nob/c,pr,sb,1U,south
39497,Male,55-64,5280.0,nob/c,pr,sb,1U,south
39498,Male,35-44,1680.0,nob/c,pr,sb,1U,North-East
39499,Sex Not Available,35-44,6480.0,nob/c,pr,sb,1U,south
39500,Male,45-54,16860.0,nob/c,pr,sb,1U,North
39501,Sex Not Available,45-54,3840.0,nob/c,pr,sb,1U,south
39502,Sex Not Available,55-64,9780.0,nob/c,pr,sb,1U,south
39503,Female,35-44,2280.0,nob/c,pr,sb,1U,south
39504,Joint,55-64,14220.0,nob/c,pr,sb,1U,North
39505,Male,35-44,7920.0,nob/c,pr,sb,1U,south
39506,Male,65-74,4620.0,nob/c,pr,sb,1U,central
39507,Male,45-54,4380.0,nob/c,pr,sb,1U,North
39508,Joint,25-34,13560.0,nob/c,pr,sb,1U,North
39509,Joint,35-44,3300.0,nob/c,pr,sb,1U,North
39510,Sex Not Available,25-34,9480.0,b/c,pr,sb,1U,south
39511,Joint,35-44,10320.0,nob/c,pr,sb,1U,south
39512,Joint,45-54,12180.0,nob/c,pr,sb,1U,North
39513,Sex Not Available,>74,8340.0,nob/c,pr,sb,1U,south
39514,Sex Not Available,55-64,8820.0,nob/c,pr,sb,1U,south
39515,Sex Not Available,65-74,1560.0,nob/c,pr,sb,1U,south
39516,Joint,25-34,5940.0,nob/c,pr,sb,1U,south
39517,Joint,25-34,19980.0,nob/c,pr,sb,1U,North
39518,Joint,55-64,4080.0,nob/c,pr,sb,1U,south
39519,Male,25-34,2640.0,b/c,pr,sb,1U,North
39520,Female,45-54,6060.0,nob/c,pr,sb,1U,south
39521,Male,35-44,4380.0,nob/c,pr,sb,1U,North
39522,Male,55-64,2940.0,b/c,pr,sb,1U,central
39523,Sex Not Available,65-74,3480.0,nob/c,pr,sb,1U,south
39524,Joint,35-44,5460.0,nob/c,pr,sb,1U,North
39525,Joint,65-74,5160.0,nob/c,pr,sb,1U,North
39526,Male,35-44,6420.0,nob/c,pr,sb,1U,south
39527,Sex Not Available,>74,2220.0,b/c,pr,sb,1U,south
39528,Female,55-64,6840.0,nob/c,pr,sb,1U,south
39529,Sex Not Available,>74,1080.0,nob/c,pr,sb,1U,south
39530,Female,25-34,8280.0,nob/c,pr,sb,1U,south
39531,Joint,65-74,3900.0,nob/c,pr,sb,1U,North
39532,Joint,25-34,,b/c,pr,sb,1U,North
39533,Joint,25-34,6900.0,nob/c,pr,sb,1U,North
39534,Male,55-64,3180.0,nob/c,pr,sb,1U,North
39535,Joint,35-44,9180.0,nob/c,pr,sb,1U,North
39536,Male,>74,2160.0,nob/c,pr,sb,1U,North
39537,Sex Not Available,45-54,11760.0,nob/c,pr,sb,1U,south
39538,Female,55-64,7380.0,b/c,pr,sb,1U,North
39539,Joint,25-34,11100.0,nob/c,pr,sb,1U,south
39540,Sex Not Available,35-44,4980.0,nob/c,pr,sb,1U,south
39541,Sex Not Available,55-64,9720.0,nob/c,pr,sb,1U,south
39542,Joint,45-54,15300.0,nob/c,pr,sb,1U,North
39543,Joint,35-44,5280.0,nob/c,pr,sb,1U,south
39544,Male,55-64,5520.0,nob/c,pr,sb,1U,central
39545,Joint,65-74,19680.0,nob/c,pr,sb,1U,North
39546,Male,45-54,6120.0,nob/c,pr,sb,1U,south
39547,Male,45-54,4140.0,nob/c,pr,sb,1U,North
39548,Female,35-44,4560.0,nob/c,pr,sb,1U,central
39549,Male,45-54,9060.0,nob/c,pr,sb,1U,North
39550,Joint,65-74,3420.0,nob/c,pr,sb,1U,North
39551,Joint,55-64,6480.0,nob/c,pr,sb,1U,North
39552,Joint,65-74,13020.0,nob/c,sr,sb,1U,North
39553,Female,>74,2100.0,nob/c,pr,sb,1U,south
39554,Sex Not Available,55-64,3840.0,nob/c,pr,sb,1U,south
39555,Joint,35-44,11760.0,nob/c,pr,sb,1U,south
39556,Male,45-54,,nob/c,pr,sb,1U,south
39557,Male,<25,6720.0,nob/c,pr,sb,1U,south
39558,Male,55-64,1980.0,b/c,pr,sb,1U,North
39559,Joint,55-64,6480.0,nob/c,pr,sb,1U,south
39560,Male,45-54,1620.0,nob/c,pr,sb,1U,south
39561,Sex Not Available,45-54,7080.0,nob/c,pr,sb,1U,south
39562,Male,45-54,10200.0,nob/c,pr,sb,1U,south
39563,Male,35-44,8460.0,b/c,pr,sb,1U,North
39564,Male,55-64,4440.0,nob/c,pr,sb,1U,North
39565,Female,45-54,7020.0,nob/c,pr,sb,1U,south
39566,Male,35-44,7920.0,b/c,pr,sb,1U,south
39567,Sex Not Available,45-54,9480.0,nob/c,sr,sb,1U,south
39568,Sex Not Available,45-54,9120.0,nob/c,pr,sb,1U,south
39569,Male,35-44,5280.0,nob/c,ir,sb,3U,south
39570,Male,25-34,,nob/c,pr,sb,1U,North
39571,Sex Not Available,>74,4740.0,nob/c,pr,sb,1U,south
39572,Joint,45-54,9060.0,nob/c,pr,sb,1U,North
39573,Male,25-34,7860.0,nob/c,pr,sb,1U,south
39574,Female,45-54,4560.0,b/c,pr,sb,1U,North
39575,Female,25-34,3780.0,nob/c,pr,sb,1U,North
39576,Joint,45-54,4800.0,nob/c,pr,sb,1U,North
39577,Sex Not Available,55-64,3960.0,b/c,pr,sb,1U,south
39578,Joint,45-54,6060.0,nob/c,pr,sb,1U,North
39579,Male,55-64,1500.0,nob/c,pr,sb,1U,North
39580,Female,35-44,7380.0,nob/c,pr,sb,1U,North
39581,Male,35-44,3960.0,nob/c,pr,sb,1U,North
39582,Male,>74,2700.0,nob/c,pr,sb,1U,North
39583,Sex Not Available,45-54,4380.0,nob/c,pr,sb,1U,south
39584,Male,25-34,4740.0,nob/c,pr,sb,1U,North
39585,Joint,55-64,480.0,nob/c,pr,sb,1U,North
39586,Sex Not Available,35-44,3960.0,nob/c,pr,sb,1U,south
39587,Female,45-54,3180.0,b/c,pr,sb,1U,North
39588,Male,55-64,4500.0,nob/c,pr,sb,1U,North
39589,Sex Not Available,>74,1560.0,nob/c,ir,sb,1U,south
39590,Joint,45-54,3660.0,nob/c,pr,sb,1U,North
39591,Sex Not Available,65-74,7020.0,nob/c,pr,sb,1U,south
39592,Sex Not Available,>74,1860.0,nob/c,pr,sb,1U,south
39593,Joint,45-54,24480.0,nob/c,pr,sb,1U,North
39594,Joint,45-54,,b/c,pr,sb,1U,North
39595,Female,35-44,4560.0,b/c,pr,sb,1U,south
39596,Female,65-74,7380.0,nob/c,pr,sb,1U,North
39597,Male,35-44,12600.0,nob/c,ir,sb,1U,North
39598,Male,45-54,6300.0,nob/c,pr,sb,1U,North
39599,Joint,25-34,,b/c,pr,sb,1U,North
39600,Female,65-74,2280.0,nob/c,pr,sb,1U,North
39601,Sex Not Available,65-74,14700.0,nob/c,pr,sb,1U,south
39602,Female,35-44,3540.0,nob/c,pr,sb,1U,North
39603,Male,35-44,3420.0,nob/c,pr,sb,1U,south
39604,Joint,35-44,12420.0,nob/c,pr,sb,1U,North
39605,Male,25-34,4620.0,nob/c,pr,sb,1U,North
39606,Female,45-54,1200.0,b/c,pr,sb,1U,North
39607,Female,45-54,3540.0,nob/c,pr,sb,1U,North
39608,Female,45-54,1740.0,nob/c,pr,sb,1U,North
39609,Male,65-74,1380.0,b/c,pr,sb,1U,North
39610,Joint,25-34,8580.0,b/c,pr,sb,1U,North
39611,Joint,25-34,6060.0,nob/c,pr,sb,1U,North
39612,Sex Not Available,<25,7980.0,nob/c,pr,sb,1U,south
39613,Female,35-44,2820.0,nob/c,pr,sb,1U,North
39614,Sex Not Available,35-44,2460.0,b/c,pr,sb,1U,south
39615,Joint,45-54,9060.0,nob/c,pr,sb,1U,south
39616,Sex Not Available,35-44,4440.0,nob/c,pr,sb,1U,south
39617,Joint,65-74,4080.0,nob/c,pr,sb,1U,North-East
39618,Male,55-64,,nob/c,pr,sb,1U,North
39619,Joint,35-44,6540.0,nob/c,pr,sb,1U,central
39620,Sex Not Available,65-74,0.0,b/c,pr,sb,1U,south
39621,Sex Not Available,25-34,6240.0,nob/c,pr,sb,1U,south
39622,Female,55-64,1740.0,b/c,pr,sb,1U,North
39623,Male,65-74,3240.0,nob/c,pr,sb,1U,North
39624,Female,35-44,3600.0,nob/c,pr,sb,1U,North
39625,Male,45-54,4500.0,nob/c,pr,sb,1U,North
39626,Female,45-54,4920.0,nob/c,pr,sb,1U,North
39627,Male,25-34,3600.0,nob/c,pr,sb,1U,North
39628,Joint,55-64,49500.0,nob/c,sr,sb,1U,North
39629,Joint,25-34,5400.0,b/c,pr,sb,2U,North
39630,Male,35-44,5580.0,nob/c,pr,sb,1U,south
39631,Joint,45-54,13740.0,nob/c,pr,sb,1U,south
39632,Male,55-64,5040.0,nob/c,pr,sb,1U,North
39633,Female,45-54,5280.0,nob/c,pr,sb,1U,south
39634,Male,35-44,6120.0,b/c,pr,sb,1U,North
39635,Male,55-64,4080.0,nob/c,pr,sb,1U,North-East
39636,Male,35-44,10560.0,nob/c,ir,sb,1U,North
39637,Sex Not Available,45-54,4320.0,b/c,pr,sb,1U,south
39638,Sex Not Available,25-34,12780.0,nob/c,pr,sb,1U,south
39639,Joint,65-74,3540.0,nob/c,pr,sb,1U,North
39640,Male,45-54,4500.0,nob/c,pr,sb,1U,North
39641,Male,65-74,7380.0,nob/c,pr,sb,1U,central
39642,Joint,55-64,5340.0,nob/c,ir,sb,1U,North
39643,Male,25-34,7080.0,nob/c,pr,sb,1U,North
39644,Sex Not Available,55-64,2640.0,nob/c,pr,sb,1U,south
39645,Joint,45-54,13440.0,nob/c,ir,sb,1U,south
39646,Joint,35-44,,b/c,pr,sb,1U,North
39647,Sex Not Available,45-54,5760.0,nob/c,pr,sb,1U,south
39648,Sex Not Available,>74,10200.0,nob/c,pr,sb,1U,south
39649,Male,45-54,8880.0,b/c,pr,sb,1U,North
39650,Male,65-74,18000.0,nob/c,pr,sb,1U,North
39651,Joint,55-64,7740.0,nob/c,pr,sb,1U,North
39652,Sex Not Available,>74,4020.0,nob/c,pr,sb,1U,south
39653,Female,45-54,,b/c,pr,sb,1U,central
39654,Joint,55-64,12720.0,nob/c,pr,sb,1U,North
39655,Female,65-74,5520.0,nob/c,pr,sb,1U,North
39656,Male,35-44,4560.0,b/c,pr,sb,1U,North
39657,Sex Not Available,55-64,6780.0,nob/c,pr,sb,1U,south
39658,Female,55-64,3420.0,nob/c,pr,sb,1U,North
39659,Male,35-44,7200.0,nob/c,pr,sb,1U,central
39660,Joint,55-64,18600.0,nob/c,pr,sb,1U,south
39661,Sex Not Available,65-74,4260.0,nob/c,pr,sb,1U,south
39662,Joint,35-44,6420.0,nob/c,pr,sb,1U,North
39663,Female,25-34,6960.0,nob/c,pr,sb,1U,North
39664,Joint,45-54,5880.0,b/c,pr,sb,1U,North
39665,Male,55-64,4620.0,nob/c,pr,sb,1U,North
39666,Male,55-64,5760.0,nob/c,pr,sb,1U,south
39667,Joint,35-44,10320.0,nob/c,pr,sb,1U,south
39668,Joint,45-54,14940.0,nob/c,ir,sb,1U,central
39669,Sex Not Available,55-64,8100.0,nob/c,pr,sb,2U,south
39670,Sex Not Available,35-44,5220.0,nob/c,pr,sb,1U,south
39671,Male,55-64,11880.0,nob/c,pr,sb,1U,North
39672,Sex Not Available,55-64,3180.0,nob/c,ir,sb,1U,south
39673,Female,65-74,1980.0,b/c,pr,sb,1U,North
39674,Male,45-54,4560.0,nob/c,pr,sb,1U,North
39675,Joint,45-54,20160.0,nob/c,pr,sb,1U,central
39676,Joint,35-44,,b/c,pr,sb,1U,North
39677,Sex Not Available,65-74,3840.0,nob/c,pr,sb,1U,south
39678,Joint,35-44,8760.0,nob/c,ir,sb,1U,North
39679,Male,55-64,,b/c,pr,sb,1U,south
39680,Female,55-64,1440.0,b/c,pr,sb,1U,south
39681,Male,25-34,8040.0,nob/c,pr,sb,1U,south
39682,Sex Not Available,55-64,6360.0,nob/c,pr,sb,1U,south
39683,Female,45-54,9420.0,nob/c,pr,sb,1U,North
39684,Sex Not Available,55-64,4200.0,nob/c,pr,sb,1U,south
39685,Sex Not Available,35-44,4500.0,nob/c,pr,sb,1U,south
39686,Sex Not Available,55-64,8940.0,nob/c,pr,sb,1U,south
39687,Male,65-74,1800.0,nob/c,pr,sb,1U,North
39688,Male,25-34,2400.0,b/c,pr,sb,1U,south
39689,Joint,55-64,0.0,nob/c,pr,sb,1U,North
39690,Sex Not Available,65-74,6240.0,nob/c,pr,sb,1U,south
39691,Male,55-64,,nob/c,pr,sb,1U,North
39692,Male,25-34,8100.0,nob/c,pr,sb,1U,south
39693,Joint,>74,4260.0,nob/c,pr,sb,1U,North
39694,Female,65-74,9840.0,nob/c,pr,sb,1U,North
39695,Joint,25-34,9240.0,nob/c,pr,sb,1U,south
39696,Male,25-34,6660.0,nob/c,pr,sb,1U,south
39697,Female,45-54,6480.0,b/c,pr,sb,1U,central
39698,Male,55-64,9000.0,nob/c,pr,sb,1U,central
39699,Male,55-64,8040.0,nob/c,pr,sb,1U,North
39700,Joint,25-34,17100.0,nob/c,pr,sb,1U,North
39701,Sex Not Available,65-74,2460.0,b/c,pr,sb,1U,south
39702,Joint,65-74,,nob/c,pr,sb,1U,North
39703,Female,35-44,6360.0,nob/c,pr,sb,1U,south
39704,Female,45-54,6540.0,nob/c,pr,sb,1U,North
39705,Male,65-74,4020.0,nob/c,pr,sb,1U,North
39706,Male,25-34,3060.0,nob/c,pr,sb,1U,North
39707,Joint,25-34,11100.0,nob/c,pr,sb,1U,south
39708,Joint,35-44,3240.0,nob/c,pr,sb,1U,North
39709,Male,35-44,2580.0,nob/c,pr,sb,1U,North
39710,Male,55-64,7380.0,nob/c,pr,sb,1U,North
39711,Sex Not Available,45-54,9960.0,nob/c,pr,sb,1U,south
39712,Male,35-44,13440.0,nob/c,pr,sb,1U,North
39713,Male,65-74,5940.0,nob/c,pr,sb,1U,central
39714,Female,65-74,3060.0,nob/c,pr,sb,1U,North
39715,Male,35-44,15000.0,nob/c,pr,sb,1U,south
39716,Sex Not Available,45-54,7920.0,nob/c,pr,sb,1U,south
39717,Sex Not Available,35-44,5460.0,nob/c,pr,sb,1U,south
39718,Male,35-44,8640.0,nob/c,pr,sb,1U,south
39719,Sex Not Available,45-54,8100.0,nob/c,pr,sb,1U,south
39720,Male,45-54,1440.0,b/c,pr,sb,1U,central
39721,Sex Not Available,25-34,4740.0,nob/c,pr,sb,1U,south
39722,Female,45-54,2100.0,nob/c,pr,sb,1U,North
39723,Male,35-44,11400.0,nob/c,pr,sb,1U,North
39724,Male,25-34,4560.0,nob/c,pr,sb,1U,south
39725,Joint,55-64,9180.0,nob/c,pr,sb,1U,North
39726,Joint,65-74,7800.0,nob/c,pr,sb,1U,North
39727,Joint,35-44,4500.0,nob/c,pr,sb,1U,North
39728,Sex Not Available,>74,4080.0,nob/c,pr,sb,1U,south
39729,Sex Not Available,45-54,5220.0,nob/c,pr,sb,1U,south
39730,Male,25-34,9720.0,nob/c,pr,sb,1U,North
39731,Sex Not Available,65-74,1500.0,nob/c,pr,sb,1U,south
39732,Sex Not Available,55-64,2700.0,nob/c,pr,sb,1U,south
39733,Sex Not Available,>74,2340.0,nob/c,pr,sb,1U,south
39734,Male,35-44,6300.0,nob/c,pr,sb,1U,south
39735,Sex Not Available,45-54,7380.0,nob/c,ir,sb,1U,south
39736,Sex Not Available,45-54,9360.0,nob/c,pr,sb,1U,south
39737,Female,>74,2160.0,nob/c,pr,sb,1U,North
39738,Joint,35-44,10620.0,nob/c,pr,sb,1U,North
39739,Sex Not Available,55-64,14280.0,nob/c,pr,sb,1U,south
39740,Female,35-44,9600.0,nob/c,pr,sb,1U,North
39741,Joint,45-54,5220.0,nob/c,pr,sb,1U,North
39742,Sex Not Available,35-44,15060.0,nob/c,pr,sb,1U,south
39743,Male,55-64,7620.0,nob/c,pr,sb,1U,North
39744,Joint,65-74,6900.0,nob/c,pr,sb,1U,North
39745,Joint,25-34,19920.0,nob/c,ir,sb,1U,North
39746,Joint,55-64,13440.0,nob/c,pr,sb,1U,North
39747,Joint,55-64,5220.0,nob/c,pr,sb,1U,south
39748,Female,25-34,5340.0,nob/c,pr,sb,1U,North
39749,Sex Not Available,35-44,3780.0,nob/c,pr,sb,1U,south
39750,Sex Not Available,65-74,2040.0,nob/c,pr,sb,1U,south
39751,Male,25-34,11400.0,nob/c,pr,sb,1U,North
39752,Sex Not Available,45-54,21540.0,nob/c,pr,sb,1U,south
39753,Male,35-44,7920.0,nob/c,pr,sb,1U,North
39754,Joint,25-34,,b/c,pr,sb,1U,North
39755,Male,45-54,14340.0,nob/c,pr,sb,1U,North
39756,Male,35-44,18720.0,nob/c,pr,sb,1U,south
39757,Sex Not Available,45-54,6600.0,nob/c,pr,sb,1U,south
39758,Joint,45-54,5100.0,nob/c,pr,sb,1U,North
39759,Sex Not Available,55-64,8820.0,nob/c,ir,sb,2U,south
39760,Female,>74,3060.0,nob/c,pr,sb,1U,North
39761,Joint,35-44,4680.0,nob/c,pr,sb,1U,central
39762,Female,35-44,9840.0,nob/c,pr,sb,1U,North
39763,Joint,25-34,7620.0,nob/c,pr,sb,1U,North
39764,Joint,65-74,2760.0,nob/c,pr,sb,1U,North
39765,Joint,55-64,7920.0,nob/c,pr,sb,1U,North
39766,Sex Not Available,45-54,7080.0,nob/c,pr,sb,1U,south
39767,Female,55-64,3240.0,nob/c,pr,sb,1U,North
39768,Female,45-54,3660.0,nob/c,pr,sb,1U,North
39769,Female,45-54,5040.0,nob/c,pr,sb,1U,North
39770,Joint,55-64,2700.0,nob/c,pr,sb,1U,south
39771,Joint,65-74,4380.0,nob/c,pr,sb,1U,North
39772,Male,35-44,14100.0,nob/c,pr,sb,1U,North
39773,Male,45-54,4500.0,nob/c,pr,sb,1U,south
39774,Male,55-64,6180.0,b/c,pr,sb,1U,North
39775,Male,45-54,2100.0,nob/c,pr,sb,1U,North
39776,Male,35-44,6480.0,nob/c,pr,sb,1U,south
39777,Male,35-44,4440.0,nob/c,pr,sb,1U,North
39778,Sex Not Available,45-54,1800.0,nob/c,pr,sb,1U,south
39779,Female,25-34,3540.0,nob/c,pr,sb,1U,North
39780,Male,35-44,5100.0,nob/c,pr,sb,1U,central
39781,Joint,55-64,8640.0,nob/c,pr,sb,1U,south
39782,Sex Not Available,35-44,9360.0,nob/c,pr,sb,1U,south
39783,Male,35-44,6300.0,nob/c,pr,sb,1U,North
39784,Male,45-54,7740.0,nob/c,pr,sb,1U,North
39785,Male,45-54,5340.0,nob/c,pr,sb,1U,North
39786,Female,35-44,3780.0,nob/c,pr,sb,1U,south
39787,Joint,>74,2640.0,nob/c,pr,sb,1U,North
39788,Male,45-54,3060.0,nob/c,pr,sb,1U,North
39789,Sex Not Available,45-54,4140.0,nob/c,pr,sb,1U,south
39790,Sex Not Available,45-54,5340.0,b/c,pr,sb,1U,south
39791,Male,45-54,3180.0,nob/c,pr,sb,1U,central
39792,Female,35-44,9000.0,nob/c,pr,sb,1U,south
39793,Sex Not Available,45-54,6780.0,nob/c,pr,sb,1U,south
39794,Joint,>74,9480.0,nob/c,pr,sb,1U,North
39795,Male,55-64,5160.0,nob/c,pr,sb,1U,North
39796,Sex Not Available,35-44,8340.0,nob/c,pr,sb,1U,south
39797,Male,35-44,6240.0,nob/c,pr,sb,1U,south
39798,Joint,25-34,3960.0,nob/c,pr,sb,1U,North
39799,Joint,25-34,,b/c,pr,sb,1U,south
39800,Female,55-64,5520.0,nob/c,pr,sb,1U,North
39801,Sex Not Available,65-74,3180.0,nob/c,pr,sb,1U,south
39802,Male,>74,6240.0,nob/c,pr,sb,1U,south
39803,Joint,35-44,12960.0,nob/c,pr,sb,1U,North
39804,Joint,25-34,4200.0,nob/c,pr,sb,1U,North
39805,Female,55-64,,nob/c,pr,sb,1U,central
39806,Joint,35-44,17820.0,nob/c,ir,sb,4U,south
39807,Male,35-44,4980.0,nob/c,pr,sb,1U,south
39808,Male,35-44,8400.0,nob/c,pr,sb,1U,North
39809,Sex Not Available,>74,4260.0,nob/c,pr,sb,1U,south
39810,Joint,35-44,8220.0,nob/c,ir,sb,1U,south
39811,Female,25-34,4320.0,nob/c,pr,sb,1U,North
39812,Female,55-64,3420.0,nob/c,pr,sb,1U,south
39813,Female,65-74,1680.0,b/c,pr,sb,1U,North
39814,Joint,45-54,12600.0,nob/c,sr,sb,1U,North
39815,Sex Not Available,55-64,11280.0,nob/c,pr,sb,1U,south
39816,Female,45-54,2700.0,nob/c,pr,sb,1U,North
39817,Male,55-64,11040.0,nob/c,pr,sb,1U,North
39818,Male,45-54,5820.0,nob/c,pr,sb,1U,central
39819,Sex Not Available,65-74,2940.0,nob/c,sr,sb,1U,south
39820,Joint,45-54,9360.0,nob/c,pr,sb,1U,south
39821,Female,35-44,16500.0,nob/c,pr,sb,1U,south
39822,Joint,45-54,3360.0,nob/c,pr,sb,1U,North
39823,Sex Not Available,65-74,4800.0,nob/c,pr,sb,1U,south
39824,Joint,25-34,8580.0,nob/c,pr,sb,1U,south
39825,Male,>74,1800.0,nob/c,pr,sb,1U,North
39826,Sex Not Available,45-54,6780.0,nob/c,pr,sb,1U,south
39827,Male,65-74,6780.0,nob/c,pr,sb,1U,south
39828,Joint,65-74,4860.0,nob/c,pr,sb,1U,North
39829,Sex Not Available,45-54,0.0,nob/c,pr,sb,1U,south
39830,Sex Not Available,35-44,7260.0,nob/c,pr,sb,1U,south
39831,Joint,65-74,4680.0,nob/c,pr,sb,1U,North
39832,Joint,45-54,13860.0,nob/c,pr,sb,1U,North
39833,Joint,35-44,10620.0,nob/c,pr,sb,1U,south
39834,Female,55-64,3480.0,nob/c,pr,sb,1U,North
39835,Sex Not Available,25-34,2100.0,nob/c,pr,sb,1U,south
39836,Male,35-44,10620.0,nob/c,pr,sb,1U,North
39837,Joint,55-64,5640.0,nob/c,pr,sb,1U,south
39838,Joint,35-44,10920.0,nob/c,pr,sb,1U,central
39839,Sex Not Available,35-44,3420.0,nob/c,pr,sb,1U,south
39840,Joint,25-34,6540.0,nob/c,pr,sb,1U,North
39841,Male,25-34,2040.0,nob/c,pr,sb,1U,North
39842,Male,25-34,5040.0,nob/c,pr,sb,1U,North
39843,Sex Not Available,45-54,11580.0,nob/c,ir,sb,1U,south
39844,Sex Not Available,35-44,2700.0,b/c,pr,sb,1U,North
39845,Joint,45-54,16020.0,nob/c,pr,sb,1U,central
39846,Sex Not Available,65-74,7740.0,nob/c,pr,sb,1U,south
39847,Joint,45-54,8400.0,nob/c,pr,sb,1U,North
39848,Sex Not Available,55-64,5940.0,nob/c,pr,sb,1U,south
39849,Sex Not Available,55-64,5100.0,nob/c,pr,sb,1U,south
39850,Male,55-64,,nob/c,pr,sb,1U,North
39851,Female,25-34,6060.0,nob/c,pr,sb,1U,south
39852,Sex Not Available,45-54,10800.0,nob/c,pr,sb,1U,south
39853,Joint,>74,7380.0,nob/c,pr,sb,1U,North
39854,Female,65-74,5820.0,nob/c,pr,sb,1U,North
39855,Joint,45-54,3180.0,nob/c,pr,sb,1U,North
39856,Joint,55-64,1440.0,nob/c,pr,sb,1U,North
39857,Joint,55-64,5280.0,nob/c,pr,sb,1U,North
39858,Joint,25-34,5100.0,nob/c,pr,sb,1U,North
39859,Joint,25-34,8400.0,nob/c,pr,sb,1U,North
39860,Sex Not Available,45-54,,nob/c,pr,sb,1U,south
39861,Male,25-34,8040.0,nob/c,pr,sb,1U,south
39862,Male,25-34,4920.0,nob/c,pr,sb,1U,south
39863,Sex Not Available,35-44,7800.0,nob/c,pr,sb,1U,south
39864,Male,55-64,2880.0,nob/c,pr,sb,1U,North
39865,Sex Not Available,55-64,17280.0,nob/c,pr,sb,1U,south
39866,Female,65-74,2760.0,nob/c,pr,sb,1U,North
39867,Joint,45-54,10140.0,b/c,pr,sb,1U,south
39868,Male,45-54,6000.0,nob/c,pr,sb,1U,south
39869,Male,35-44,9600.0,nob/c,pr,sb,1U,North
39870,Female,45-54,2820.0,nob/c,pr,sb,1U,North
39871,Sex Not Available,55-64,4140.0,nob/c,pr,sb,1U,south
39872,Sex Not Available,55-64,4080.0,nob/c,pr,sb,1U,south
39873,Joint,65-74,4380.0,nob/c,pr,sb,1U,North
39874,Sex Not Available,45-54,4500.0,nob/c,pr,sb,1U,south
39875,Joint,35-44,25920.0,nob/c,ir,sb,1U,south
39876,Male,45-54,1980.0,b/c,pr,sb,1U,south
39877,Sex Not Available,65-74,4440.0,nob/c,pr,sb,1U,south
39878,Male,45-54,2460.0,nob/c,pr,sb,1U,south
39879,Sex Not Available,55-64,5640.0,nob/c,pr,sb,1U,south
39880,Sex Not Available,55-64,7860.0,nob/c,pr,sb,1U,south
39881,Sex Not Available,55-64,5280.0,b/c,pr,sb,1U,south
