applicant_id,loan_id,loan_type,loan_purpose,loan_amount,loan_term,property_value,loan_to_value,secured_by,security_type
62165,62165,type1,p4,406500,360.0,608000.0,66.85855263,home,direct
62166,62166,type2,p1,346500,360.0,358000.0,96.7877095,home,direct
62167,62167,type1,p3,256500,360.0,338000.0,75.88757396,home,direct
62168,62168,type1,p3,366500,324.0,558000.0,65.68100358,home,direct
62169,62169,type1,p1,486500,360.0,528000.0,92.14015152,home,direct
62170,62170,type1,p4,486500,360.0,788000.0,61.73857868,home,direct
62171,62171,type1,p4,416500,360.0,,,home,direct
62172,62172,type1,p3,176500,360.0,,,home,direct
62173,62173,type2,p4,586500,360.0,748000.0,78.40909091,home,direct
62174,62174,type1,p3,256500,360.0,368000.0,69.70108696,home,direct
62175,62175,type1,p4,206500,324.0,308000.0,67.04545455,home,direct
62176,62176,type3,p4,576500,360.0,588000.0,98.04421769,home,direct
62177,62177,type1,p1,586500,360.0,838000.0,69.98806683,home,direct
62178,62178,type1,p4,116500,240.0,188000.0,61.96808511,home,direct
62179,62179,type2,p1,316500,360.0,,,home,direct
62180,62180,type1,p1,246500,360.0,278000.0,88.66906475,home,direct
62181,62181,type2,p4,226500,360.0,308000.0,73.53896104,home,direct
62182,62182,type1,p4,726500,360.0,1348000.0,53.89465875,home,direct
62183,62183,type1,p4,226500,180.0,508000.0,44.58661417,home,direct
62184,62184,type1,p1,136500,360.0,138000.0,98.91304348,home,direct
62185,62185,type1,p1,366500,360.0,378000.0,96.95767196,home,direct
62186,62186,type1,p4,286500,360.0,388000.0,73.84020619,home,direct
62187,62187,type1,p1,186500,360.0,198000.0,94.19191919,home,direct
62188,62188,type1,p4,436500,360.0,638000.0,68.4169279,home,direct
62189,62189,type2,p1,406500,360.0,,,home,direct
62190,62190,type1,p4,156500,360.0,188000.0,83.24468085,home,direct
62191,62191,type3,p4,236500,360.0,248000.0,95.36290323,home,direct
62192,62192,type1,p4,186500,360.0,,,home,direct
62193,62193,type1,p4,316500,180.0,558000.0,56.72043011,home,direct
62194,62194,type1,p3,286500,360.0,638000.0,44.90595611,home,direct
62195,62195,type1,p3,376500,360.0,658000.0,57.21884498,home,direct
62196,62196,type1,p1,276500,360.0,618000.0,44.74110032,home,direct
62197,62197,type1,p4,96500,240.0,158000.0,61.07594937,home,direct
62198,62198,type1,p3,306500,360.0,498000.0,61.54618474,home,direct
62199,62199,type1,p1,396500,360.0,428000.0,92.64018692,home,direct
62200,62200,type1,p4,336500,228.0,388000.0,86.72680412,home,direct
62201,62201,type1,p3,566500,360.0,1558000.0,36.36071887,home,direct
62202,62202,type1,p4,216500,360.0,288000.0,75.17361111,home,direct
62203,62203,type1,p4,686500,360.0,,,home,direct
62204,62204,type1,p1,506500,360.0,528000.0,95.9280303,home,direct
62205,62205,type3,p4,286500,360.0,288000.0,99.47916667,home,direct
62206,62206,type1,p4,636500,360.0,1008000.0,63.14484127,home,direct
62207,62207,type1,p1,126500,360.0,,,home,direct
62208,62208,type1,p4,176500,360.0,498000.0,35.44176707,home,direct
62209,62209,type2,p3,156500,360.0,188000.0,83.24468085,home,direct
62210,62210,type3,p4,226500,360.0,228000.0,99.34210526,home,direct
62211,62211,type1,p3,326500,360.0,348000.0,93.82183908,home,direct
62212,62212,type1,p2,256500,360.0,698000.0,36.747851,home,direct
62213,62213,type1,p4,356500,180.0,518000.0,68.82239382,home,direct
62214,62214,type1,p3,726500,360.0,1008000.0,72.0734127,home,direct
62215,62215,type2,p1,186500,360.0,,,home,direct
62216,62216,type1,p1,516500,360.0,548000.0,94.25182482,home,direct
62217,62217,type1,p3,106500,360.0,178000.0,59.83146067,home,direct
62218,62218,type1,p3,306500,180.0,,,home,direct
62219,62219,type1,p3,346500,180.0,498000.0,69.57831325,home,direct
62220,62220,type1,p4,736500,360.0,1058000.0,69.61247637,home,direct
62221,62221,type1,p1,236500,360.0,388000.0,60.95360825,home,direct
62222,62222,type1,p1,396500,360.0,528000.0,75.09469697,home,direct
62223,62223,type1,p4,456500,360.0,958000.0,47.65135699,home,direct
62224,62224,type1,p4,396500,360.0,518000.0,76.54440154,home,direct
62225,62225,type3,p1,266500,360.0,258000.0,103.2945736,home,direct
62226,62226,type1,p3,166500,360.0,228000.0,73.02631579,home,direct
62227,62227,type2,p3,296500,300.0,348000.0,85.20114943,home,direct
62228,62228,type1,p1,186500,360.0,,,home,direct
62229,62229,type1,p3,956500,360.0,1708000.0,56.00117096,home,direct
62230,62230,type3,p4,636500,360.0,678000.0,93.87905605,home,direct
62231,62231,type2,p1,566500,360.0,,,home,direct
62232,62232,type3,p4,246500,360.0,288000.0,85.59027778,home,direct
62233,62233,type1,p1,446500,360.0,,,home,direct
62234,62234,type1,p4,526500,360.0,3218000.0,16.36109385,home,direct
62235,62235,type1,p1,216500,360.0,248000.0,87.2983871,home,direct
62236,62236,type3,p4,286500,360.0,278000.0,103.057554,home,direct
62237,62237,type1,p1,426500,360.0,568000.0,75.08802817,home,direct
62238,62238,type1,p4,146500,324.0,,,home,direct
62239,62239,type1,p3,216500,180.0,538000.0,40.24163569,home,direct
62240,62240,type1,p4,576500,360.0,818000.0,70.47677262,home,direct
62241,62241,type1,p3,436500,360.0,548000.0,79.65328467,home,direct
62242,62242,type1,p3,416500,300.0,528000.0,78.88257576,home,direct
62243,62243,type1,p3,106500,360.0,168000.0,63.39285714,home,direct
62244,62244,type2,p4,216500,360.0,258000.0,83.91472868,home,direct
62245,62245,type1,p1,166500,180.0,168000.0,99.10714286,home,direct
62246,62246,type1,p4,326500,180.0,708000.0,46.11581921,home,direct
62247,62247,type3,p3,416500,240.0,458000.0,90.93886463,home,direct
62248,62248,type2,p1,76500,360.0,88000.0,86.93181818,home,direct
62249,62249,type1,p1,226500,360.0,258000.0,87.79069767,home,direct
62250,62250,type1,p4,216500,360.0,218000.0,99.31192661,home,direct
62251,62251,type1,p1,446500,360.0,558000.0,80.01792115,home,direct
62252,62252,type1,p1,176500,360.0,228000.0,77.4122807,home,direct
62253,62253,type1,p2,366500,180.0,378000.0,96.95767196,home,direct
62254,62254,type1,p3,436500,360.0,578000.0,75.51903114,home,direct
62255,62255,type1,p3,336500,240.0,528000.0,63.73106061,home,direct
62256,62256,type1,p2,406500,360.0,938000.0,43.33688699,home,direct
62257,62257,type1,p3,206500,240.0,258000.0,80.03875969,home,direct
62258,62258,type1,p4,196500,180.0,358000.0,54.88826816,home,direct
62259,62259,type1,p4,576500,360.0,,,home,direct
62260,62260,type2,p4,396500,360.0,398000.0,99.62311558,home,direct
62261,62261,type1,p3,176500,360.0,328000.0,53.81097561,home,direct
62262,62262,type1,p3,306500,360.0,1008000.0,30.40674603,home,direct
62263,62263,type1,p1,86500,180.0,118000.0,73.30508475,home,direct
62264,62264,type1,p3,246500,360.0,378000.0,65.21164021,home,direct
62265,62265,type1,p4,436500,360.0,,,home,direct
62266,62266,type1,p4,316500,360.0,,,home,direct
62267,62267,type2,p4,146500,360.0,308000.0,47.56493506,home,direct
62268,62268,type1,p3,266500,360.0,,,home,direct
62269,62269,type1,p4,346500,180.0,408000.0,84.92647059,home,direct
62270,62270,type2,p3,206500,360.0,248000.0,83.26612903,home,direct
62271,62271,type1,p4,366500,360.0,568000.0,64.52464789,home,direct
62272,62272,type1,p1,356500,360.0,398000.0,89.57286432,home,direct
62273,62273,type1,p4,106500,360.0,178000.0,59.83146067,home,direct
62274,62274,type1,p1,186500,360.0,,,home,direct
62275,62275,type1,p4,666500,360.0,1788000.0,37.27628635,home,direct
62276,62276,type2,p1,46500,360.0,,,home,direct
62277,62277,type1,p1,206500,360.0,738000.0,27.98102981,home,direct
62278,62278,type1,p4,346500,180.0,948000.0,36.55063291,home,direct
62279,62279,type3,p4,306500,360.0,338000.0,90.68047337,home,direct
62280,62280,type1,p1,306500,360.0,408000.0,75.12254902,home,direct
62281,62281,type1,p1,106500,360.0,,,home,direct
62282,62282,type1,p4,446500,240.0,608000.0,73.4375,home,direct
62283,62283,type1,p4,276500,360.0,338000.0,81.80473373,home,direct
62284,62284,type1,p3,446500,360.0,568000.0,78.60915493,home,direct
62285,62285,type1,p1,486500,360.0,588000.0,82.73809524,home,direct
62286,62286,type1,p1,136500,360.0,148000.0,92.22972973,home,direct
62287,62287,type1,p3,116500,360.0,188000.0,61.96808511,home,direct
62288,62288,type1,p4,276500,360.0,428000.0,64.60280374,home,direct
62289,62289,type1,p4,206500,360.0,558000.0,37.00716846,home,direct
62290,62290,type1,p3,326500,360.0,558000.0,58.5125448,home,direct
62291,62291,type1,p3,846500,360.0,1058000.0,80.0094518,home,direct
62292,62292,type2,p3,156500,360.0,198000.0,79.04040404,home,direct
62293,62293,type2,p1,436500,360.0,448000.0,97.43303571,home,direct
62294,62294,type1,p3,286500,180.0,378000.0,75.79365079,home,direct
62295,62295,type1,p3,406500,360.0,588000.0,69.13265306,home,direct
62296,62296,type1,p1,406500,360.0,508000.0,80.01968504,home,direct
62297,62297,type1,p3,436500,360.0,1508000.0,28.94562334,home,direct
62298,62298,type1,p4,446500,360.0,528000.0,84.56439394,home,direct
62299,62299,type3,p4,486500,360.0,568000.0,85.65140845,home,direct
62300,62300,type3,p3,106500,180.0,98000.0,108.6734694,home,direct
62301,62301,type1,p1,86500,324.0,118000.0,73.30508475,home,direct
62302,62302,type1,p1,166500,360.0,,,home,direct
62303,62303,type1,p1,266500,360.0,338000.0,78.84615385,home,direct
62304,62304,type1,p3,286500,156.0,398000.0,71.98492462,home,direct
62305,62305,type2,p4,316500,360.0,368000.0,86.00543478,home,direct
62306,62306,type3,p3,126500,360.0,,,home,direct
62307,62307,type2,p4,516500,360.0,,,home,direct
62308,62308,type1,p1,416500,360.0,518000.0,80.40540541,home,direct
62309,62309,type1,p3,216500,360.0,308000.0,70.29220779,home,direct
62310,62310,type1,p4,566500,360.0,848000.0,66.80424528,home,direct
62311,62311,type1,p3,436500,360.0,648000.0,67.36111111,home,direct
62312,62312,type1,p3,206500,360.0,,,home,direct
62313,62313,type1,p3,296500,360.0,448000.0,66.18303571,home,direct
62314,62314,type1,p3,156500,180.0,248000.0,63.10483871,home,direct
62315,62315,type1,p4,256500,360.0,378000.0,67.85714286,home,direct
62316,62316,type1,p4,346500,360.0,388000.0,89.30412371,home,direct
62317,62317,type1,p3,486500,360.0,568000.0,85.65140845,home,direct
62318,62318,type1,p4,116500,360.0,168000.0,69.3452381,home,direct
62319,62319,type1,p1,196500,360.0,,,home,direct
62320,62320,type1,p2,166500,360.0,348000.0,47.84482759,home,direct
62321,62321,type1,p4,386500,360.0,448000.0,86.27232143,home,direct
62322,62322,type3,p4,586500,360.0,778000.0,75.38560411,home,direct
62323,62323,type1,p4,336500,360.0,,,home,direct
62324,62324,type1,p3,276500,360.0,458000.0,60.37117904,home,direct
62325,62325,type1,p3,76500,360.0,458000.0,16.70305677,home,direct
62326,62326,type1,p4,446500,360.0,998000.0,44.73947896,home,direct
62327,62327,type1,p2,606500,300.0,1128000.0,53.7677305,home,direct
62328,62328,type1,p1,596500,360.0,708000.0,84.25141243,home,direct
62329,62329,type3,p1,416500,360.0,418000.0,99.64114833,home,direct
62330,62330,type2,p3,276500,360.0,348000.0,79.45402299,home,direct
62331,62331,type2,p3,486500,360.0,708000.0,68.71468927,home,direct
62332,62332,type1,p4,356500,360.0,438000.0,81.39269406,home,direct
62333,62333,type1,p4,206500,288.0,198000.0,104.2929293,home,direct
62334,62334,type1,p4,486500,360.0,648000.0,75.07716049,home,direct
62335,62335,type1,p4,396500,180.0,658000.0,60.25835866,home,direct
62336,62336,type1,p3,386500,360.0,478000.0,80.85774059,home,direct
62337,62337,type1,p1,56500,360.0,68000.0,83.08823529,home,direct
62338,62338,type1,p1,396500,360.0,598000.0,66.30434783,home,direct
62339,62339,type1,p1,266500,360.0,278000.0,95.86330935,home,direct
62340,62340,type1,p3,236500,360.0,348000.0,67.95977011,home,direct
62341,62341,type2,p1,216500,360.0,,,home,direct
62342,62342,type1,p1,296500,360.0,368000.0,80.57065217,home,direct
62343,62343,type1,p1,366500,360.0,,,home,direct
62344,62344,type1,p1,146500,360.0,158000.0,92.72151899,home,direct
62345,62345,type2,p4,56500,300.0,108000.0,52.31481481,home,direct
62346,62346,type1,p3,436500,360.0,758000.0,57.58575198,home,direct
62347,62347,type1,p3,56500,360.0,,,home,direct
62348,62348,type1,p3,416500,360.0,608000.0,68.50328947,home,direct
62349,62349,type2,p4,186500,240.0,238000.0,78.36134454,home,direct
62350,62350,type1,p3,306500,360.0,528000.0,58.04924242,home,direct
62351,62351,type2,p3,476500,360.0,608000.0,78.37171053,home,direct
62352,62352,type1,p4,536500,360.0,928000.0,57.8125,home,direct
62353,62353,type1,p3,426500,360.0,558000.0,76.43369176,home,direct
62354,62354,type1,p4,366500,240.0,518000.0,70.75289575,home,direct
62355,62355,type1,p4,206500,360.0,328000.0,62.95731707,home,direct
62356,62356,type1,p4,226500,324.0,268000.0,84.51492537,home,direct
62357,62357,type1,p3,326500,360.0,478000.0,68.30543933,home,direct
62358,62358,type1,p2,486500,360.0,1158000.0,42.01208981,home,direct
62359,62359,type1,p1,196500,360.0,218000.0,90.13761468,home,direct
62360,62360,type3,p1,426500,360.0,428000.0,99.64953271,home,direct
62361,62361,type1,p4,246500,360.0,328000.0,75.15243902,home,direct
62362,62362,type1,p3,246500,360.0,348000.0,70.83333333,home,direct
62363,62363,type1,p1,156500,360.0,158000.0,99.05063291,home,direct
62364,62364,type1,p1,116500,360.0,128000.0,91.015625,home,direct
62365,62365,type1,p1,186500,360.0,188000.0,99.20212766,home,direct
62366,62366,type1,p4,206500,324.0,,,home,direct
62367,62367,type1,p3,206500,360.0,868000.0,23.79032258,home,direct
62368,62368,type3,p4,446500,360.0,558000.0,80.01792115,home,direct
62369,62369,type1,p4,626500,360.0,848000.0,73.87971698,home,direct
62370,62370,type1,p1,306500,360.0,338000.0,90.68047337,home,direct
62371,62371,type1,p1,296500,360.0,368000.0,80.57065217,home,direct
62372,62372,type1,p3,176500,180.0,268000.0,65.85820896,home,direct
62373,62373,type3,p4,416500,360.0,418000.0,99.64114833,home,direct
62374,62374,type1,p1,316500,360.0,,,home,direct
62375,62375,type1,p2,326500,360.0,608000.0,53.70065789,home,direct
62376,62376,type2,p4,306500,360.0,358000.0,85.61452514,home,direct
62377,62377,type1,p4,626500,360.0,798000.0,78.50877193,home,direct
62378,62378,type1,p1,106500,360.0,128000.0,83.203125,home,direct
62379,62379,type1,p4,96500,360.0,178000.0,54.21348315,home,direct
62380,62380,type1,p4,346500,324.0,578000.0,59.94809689,home,direct
62381,62381,type1,p3,466500,360.0,1008000.0,46.2797619,home,direct
62382,62382,type1,p4,336500,180.0,798000.0,42.1679198,home,direct
62383,62383,type1,p1,406500,360.0,458000.0,88.75545852,home,direct
62384,62384,type1,p1,136500,360.0,138000.0,98.91304348,home,direct
62385,62385,type1,p1,216500,360.0,228000.0,94.95614035,home,direct
62386,62386,type2,p3,356500,360.0,438000.0,81.39269406,home,direct
62387,62387,type1,p4,206500,360.0,458000.0,45.08733624,home,direct
62388,62388,type1,p4,396500,360.0,428000.0,92.64018692,home,direct
62389,62389,type1,p1,446500,360.0,,,home,direct
62390,62390,type1,p1,656500,360.0,728000.0,90.17857143,home,direct
62391,62391,type1,p3,176500,360.0,248000.0,71.16935484,home,direct
62392,62392,type1,p3,276500,180.0,368000.0,75.13586957,home,direct
62393,62393,type1,p1,486500,360.0,898000.0,54.17594655,home,direct
62394,62394,type1,p3,286500,180.0,458000.0,62.55458515,home,direct
62395,62395,type2,p4,206500,360.0,208000.0,99.27884615,home,direct
62396,62396,type1,p4,566500,360.0,768000.0,73.76302083,home,direct
62397,62397,type1,p4,156500,180.0,328000.0,47.71341463,home,direct
62398,62398,type1,p3,156500,180.0,208000.0,75.24038462,home,direct
62399,62399,type1,p4,246500,360.0,378000.0,65.21164021,home,direct
62400,62400,type1,p3,436500,360.0,1798000.0,24.27697442,home,direct
62401,62401,type1,p4,196500,324.0,328000.0,59.90853659,home,direct
62402,62402,type1,p3,606500,360.0,948000.0,63.97679325,home,direct
62403,62403,type1,p4,626500,360.0,708000.0,88.48870056,home,direct
62404,62404,type1,p3,426500,120.0,658000.0,64.81762918,home,direct
62405,62405,type1,p3,356500,360.0,,,home,direct
62406,62406,type1,p1,546500,360.0,608000.0,89.88486842,home,direct
62407,62407,type1,p3,186500,144.0,288000.0,64.75694444,home,direct
62408,62408,type1,p3,486500,360.0,1008000.0,48.26388889,home,direct
62409,62409,type1,p1,226500,360.0,,,home,direct
62410,62410,type3,p3,216500,240.0,218000.0,99.31192661,home,direct
62411,62411,type1,p3,116500,360.0,218000.0,53.44036697,home,direct
62412,62412,type1,p3,556500,360.0,1308000.0,42.54587156,home,direct
62413,62413,type1,p4,116500,180.0,138000.0,84.42028986,home,direct
62414,62414,type1,p3,266500,360.0,758000.0,35.15831135,home,direct
62415,62415,type1,p3,566500,360.0,838000.0,67.60143198,home,direct
62416,62416,type1,p3,726500,360.0,,,home,direct
62417,62417,type2,p3,76500,360.0,118000.0,64.83050847,home,direct
62418,62418,type1,p1,326500,360.0,678000.0,48.15634218,home,direct
62419,62419,type1,p4,466500,240.0,538000.0,86.71003717,home,direct
62420,62420,type1,p3,736500,360.0,,,home,direct
62421,62421,type1,p4,476500,360.0,618000.0,77.10355987,home,direct
62422,62422,type1,p4,386500,360.0,468000.0,82.58547009,home,direct
62423,62423,type1,p4,406500,360.0,538000.0,75.55762082,home,direct
62424,62424,type1,p3,186500,360.0,248000.0,75.2016129,home,direct
62425,62425,type1,p3,126500,360.0,178000.0,71.06741573,home,direct
62426,62426,type1,p3,276500,360.0,388000.0,71.2628866,home,direct
62427,62427,type1,p4,456500,360.0,908000.0,50.2753304,home,direct
62428,62428,type1,p4,696500,360.0,938000.0,74.25373134,home,direct
62429,62429,type1,p4,96500,360.0,158000.0,61.07594937,home,direct
62430,62430,type1,p3,126500,360.0,168000.0,75.29761905,home,direct
62431,62431,type1,p4,296500,360.0,318000.0,93.23899371,home,direct
62432,62432,type1,p4,336500,360.0,418000.0,80.50239234,home,direct
62433,62433,type3,p3,336500,360.0,338000.0,99.55621302,home,direct
62434,62434,type1,p4,336500,360.0,398000.0,84.54773869,home,direct
62435,62435,type2,p3,256500,300.0,,,home,direct
62436,62436,type2,p4,236500,360.0,598000.0,39.54849498,home,direct
62437,62437,type1,p4,326500,360.0,418000.0,78.11004785,home,direct
62438,62438,type1,p3,186500,360.0,198000.0,94.19191919,home,direct
62439,62439,type1,p3,76500,360.0,,,home,direct
62440,62440,type1,p1,456500,360.0,568000.0,80.36971831,home,direct
62441,62441,type1,p4,706500,360.0,1538000.0,45.93628088,home,direct
62442,62442,type1,p4,246500,180.0,348000.0,70.83333333,home,direct
62443,62443,type1,p3,206500,180.0,338000.0,61.09467456,home,direct
62444,62444,type3,p3,316500,360.0,358000.0,88.40782123,home,direct
62445,62445,type1,p3,726500,360.0,1228000.0,59.16123779,home,direct
62446,62446,type1,p4,286500,360.0,408000.0,70.22058824,home,direct
62447,62447,type1,p3,356500,360.0,688000.0,51.81686047,home,direct
62448,62448,type1,p3,206500,360.0,278000.0,74.28057554,home,direct
62449,62449,type1,p4,646500,360.0,808000.0,80.01237624,home,direct
62450,62450,type1,p3,156500,360.0,308000.0,50.81168831,home,direct
62451,62451,type1,p4,626500,360.0,1038000.0,60.35645472,home,direct
62452,62452,type3,p4,206500,360.0,298000.0,69.29530201,home,direct
62453,62453,type1,p3,286500,360.0,1268000.0,22.59463722,home,direct
62454,62454,type1,p3,196500,360.0,368000.0,53.39673913,home,direct
62455,62455,type1,p2,86500,360.0,,,home,direct
62456,62456,type1,p1,136500,360.0,198000.0,68.93939394,home,direct
62457,62457,type1,p4,426500,360.0,528000.0,80.77651515,home,direct
62458,62458,type1,p1,426500,360.0,538000.0,79.27509294,home,direct
62459,62459,type3,p4,396500,360.0,408000.0,97.18137255,home,direct
62460,62460,type1,p4,486500,360.0,828000.0,58.75603865,home,direct
62461,62461,type1,p3,546500,360.0,888000.0,61.54279279,home,direct
62462,62462,type1,p3,336500,360.0,778000.0,43.25192802,home,direct
62463,62463,type1,p1,336500,360.0,,,home,direct
62464,62464,type1,p4,176500,324.0,238000.0,74.15966387,home,direct
62465,62465,type1,p4,226500,120.0,388000.0,58.37628866,home,direct
62466,62466,type2,p3,186500,360.0,268000.0,69.58955224,home,direct
62467,62467,type2,p3,136500,360.0,158000.0,86.39240506,home,direct
62468,62468,type1,p1,316500,360.0,328000.0,96.49390244,home,direct
62469,62469,type1,p4,226500,360.0,,,home,direct
62470,62470,type2,p3,186500,360.0,218000.0,85.55045872,home,direct
62471,62471,type2,p3,576500,360.0,708000.0,81.42655367,home,direct
62472,62472,type3,p3,216500,360.0,,,home,direct
62473,62473,type1,p1,346500,360.0,,,home,direct
62474,62474,type2,p1,716500,360.0,728000.0,98.42032967,home,direct
62475,62475,type1,p3,456500,240.0,758000.0,60.22427441,home,direct
62476,62476,type1,p3,286500,360.0,418000.0,68.54066986,home,direct
62477,62477,type1,p4,316500,360.0,428000.0,73.94859813,home,direct
62478,62478,type2,p1,496500,360.0,548000.0,90.60218978,home,direct
62479,62479,type1,p4,326500,324.0,,,home,direct
62480,62480,type1,p4,186500,360.0,178000.0,104.7752809,home,direct
62481,62481,type1,p1,366500,360.0,418000.0,87.67942584,home,direct
62482,62482,type1,p4,546500,360.0,788000.0,69.35279188,home,direct
62483,62483,type1,p4,346500,360.0,368000.0,94.1576087,home,direct
62484,62484,type1,p4,116500,360.0,158000.0,73.73417722,home,direct
62485,62485,type1,p1,526500,360.0,658000.0,80.01519757,home,direct
62486,62486,type2,p1,126500,360.0,138000.0,91.66666667,home,direct
62487,62487,type1,p1,256500,360.0,308000.0,83.27922078,home,direct
62488,62488,type1,p4,306500,360.0,938000.0,32.67590618,home,direct
62489,62489,type1,p3,266500,360.0,398000.0,66.95979899,home,direct
62490,62490,type1,p4,216500,312.0,358000.0,60.47486034,home,direct
62491,62491,type1,p4,316500,360.0,398000.0,79.52261307,home,direct
62492,62492,type1,p3,126500,360.0,158000.0,80.06329114,home,direct
62493,62493,type1,p4,306500,360.0,408000.0,75.12254902,home,direct
62494,62494,type1,p3,306500,360.0,438000.0,69.97716895,home,direct
62495,62495,type1,p3,136500,240.0,248000.0,55.04032258,home,direct
62496,62496,type2,p2,66500,360.0,118000.0,56.3559322,home,direct
62497,62497,type1,p1,346500,360.0,358000.0,96.7877095,home,direct
62498,62498,type1,p3,606500,360.0,2528000.0,23.99129747,home,direct
62499,62499,type1,p1,436500,360.0,458000.0,95.30567686,home,direct
62500,62500,type1,p4,566500,360.0,1008000.0,56.20039683,home,direct
62501,62501,type1,p4,246500,240.0,628000.0,39.25159236,home,direct
62502,62502,type3,p1,626500,360.0,628000.0,99.7611465,home,direct
62503,62503,type2,p3,156500,360.0,178000.0,87.92134831,home,direct
62504,62504,type1,p3,356500,360.0,598000.0,59.61538462,home,direct
62505,62505,type1,p4,346500,360.0,858000.0,40.38461538,home,direct
62506,62506,type1,p3,296500,360.0,378000.0,78.43915344,home,direct
62507,62507,type1,p3,366500,360.0,498000.0,73.59437751,home,direct
62508,62508,type1,p4,686500,360.0,768000.0,89.38802083,home,direct
62509,62509,type2,p3,86500,360.0,258000.0,33.52713178,home,direct
62510,62510,type3,p4,466500,360.0,508000.0,91.83070866,home,direct
62511,62511,type1,p1,406500,360.0,448000.0,90.73660714,home,direct
62512,62512,type1,p3,216500,360.0,278000.0,77.87769784,home,direct
62513,62513,type2,p3,416500,360.0,488000.0,85.34836066,home,direct
62514,62514,type1,p4,1006500,360.0,3268000.0,30.79865361,home,direct
62515,62515,type1,p4,436500,324.0,588000.0,74.23469388,home,direct
62516,62516,type3,p3,86500,360.0,98000.0,88.26530612,home,direct
62517,62517,type1,p3,326500,360.0,,,home,direct
62518,62518,type2,p3,106500,360.0,158000.0,67.40506329,home,direct
62519,62519,type1,p4,546500,360.0,678000.0,80.60471976,home,direct
62520,62520,type1,p3,366500,360.0,498000.0,73.59437751,home,direct
62521,62521,type1,p4,386500,360.0,488000.0,79.20081967,home,direct
62522,62522,type1,p4,276500,360.0,,,home,direct
62523,62523,type1,p4,306500,360.0,478000.0,64.12133891,home,direct
62524,62524,type1,p3,126500,360.0,108000.0,117.1296296,home,direct
62525,62525,type1,p3,256500,360.0,,,home,direct
62526,62526,type2,p4,196500,360.0,,,home,direct
62527,62527,type1,p4,256500,240.0,408000.0,62.86764706,home,direct
62528,62528,type1,p4,666500,360.0,1388000.0,48.01873199,home,direct
62529,62529,type1,p4,326500,240.0,638000.0,51.17554859,home,direct
62530,62530,type3,p4,446500,360.0,548000.0,81.47810219,home,direct
62531,62531,type1,p1,726500,360.0,1558000.0,46.63029525,home,direct
62532,62532,type1,p4,386500,360.0,458000.0,84.38864629,home,direct
62533,62533,type1,p3,346500,360.0,408000.0,84.92647059,home,direct
62534,62534,type3,p4,436500,360.0,438000.0,99.65753425,home,direct
62535,62535,type1,p4,556500,360.0,698000.0,79.7277937,home,direct
62536,62536,type1,p3,336500,360.0,428000.0,78.62149533,home,direct
62537,62537,type1,p4,186500,180.0,268000.0,69.58955224,home,direct
62538,62538,type1,p1,646500,360.0,728000.0,88.80494505,home,direct
62539,62539,type3,p4,486500,360.0,598000.0,81.35451505,home,direct
62540,62540,type1,p3,396500,360.0,678000.0,58.48082596,home,direct
62541,62541,type1,p3,226500,360.0,288000.0,78.64583333,home,direct
62542,62542,type1,p4,466500,360.0,518000.0,90.05791506,home,direct
62543,62543,type2,p1,246500,360.0,258000.0,95.54263566,home,direct
62544,62544,type1,p3,186500,360.0,248000.0,75.2016129,home,direct
62545,62545,type1,p3,176500,360.0,258000.0,68.41085271,home,direct
62546,62546,type1,p1,86500,180.0,,,home,direct
62547,62547,type1,p4,1046500,360.0,1478000.0,70.80514208,home,direct
62548,62548,type3,p1,246500,360.0,238000.0,103.5714286,home,direct
62549,62549,type1,p3,336500,360.0,1288000.0,26.1257764,home,direct
62550,62550,type1,p3,156500,360.0,238000.0,65.75630252,home,direct
62551,62551,type1,p3,316500,360.0,708000.0,44.70338983,home,direct
62552,62552,type1,p1,456500,360.0,568000.0,80.36971831,home,direct
62553,62553,type1,p4,566500,360.0,,,home,direct
62554,62554,type2,p1,186500,360.0,218000.0,85.55045872,home,direct
62555,62555,type1,p1,306500,360.0,578000.0,53.02768166,home,direct
62556,62556,type1,p2,256500,360.0,,,home,direct
62557,62557,type1,p4,306500,360.0,378000.0,81.08465608,home,direct
62558,62558,type1,p4,476500,360.0,808000.0,58.97277228,home,direct
62559,62559,type2,p3,306500,360.0,428000.0,71.61214953,home,direct
62560,62560,type2,p1,566500,360.0,578000.0,98.01038062,home,direct
62561,62561,type1,p3,156500,360.0,,,home,direct
62562,62562,type1,p3,416500,360.0,528000.0,78.88257576,home,direct
62563,62563,type1,p4,216500,360.0,338000.0,64.05325444,home,direct
62564,62564,type3,p3,356500,360.0,408000.0,87.37745098,home,direct
62565,62565,type1,p1,486500,360.0,538000.0,90.42750929,home,direct
62566,62566,type1,p1,236500,180.0,298000.0,79.36241611,home,direct
62567,62567,type2,p4,536500,360.0,578000.0,92.8200692,home,direct
62568,62568,type1,p3,316500,360.0,578000.0,54.75778547,home,direct
62569,62569,type3,p3,386500,360.0,428000.0,90.30373832,home,direct
62570,62570,type1,p3,666500,360.0,,,home,direct
62571,62571,type1,p3,196500,360.0,268000.0,73.32089552,home,direct
62572,62572,type1,p1,226500,360.0,328000.0,69.05487805,home,direct
62573,62573,type2,p4,386500,360.0,,,home,direct
62574,62574,type1,p1,476500,360.0,508000.0,93.7992126,home,direct
62575,62575,type1,p4,276500,360.0,378000.0,73.14814815,home,direct
