applicant_id,credit_worthiness,open_credit,credit_type,credit_score,co_applicant_credit_type,negative_amortization,interest_only,lump_sum_payment,debt_to_income_ratio
33196,l2,nopc,CIB,671,CIB,not_neg,not_int,not_lpsm,38.0
33197,l1,nopc,CIB,525,EXP,not_neg,not_int,not_lpsm,40.0
33198,l1,nopc,EXP,873,EXP,not_neg,not_int,not_lpsm,40.0
33199,l1,nopc,CIB,811,EXP,not_neg,not_int,not_lpsm,47.0
33200,l1,nopc,EXP,741,EXP,not_neg,int_only,not_lpsm,47.0
33201,l1,nopc,EXP,784,CIB,not_neg,not_int,not_lpsm,
33202,l1,nopc,CRIF,696,EXP,not_neg,int_only,not_lpsm,45.0
33203,l1,nopc,EQUI,538,EXP,not_neg,not_int,not_lpsm,
33204,l1,nopc,CIB,656,EXP,not_neg,not_int,not_lpsm,31.0
33205,l1,nopc,EXP,836,CIB,not_neg,not_int,not_lpsm,45.0
33206,l1,nopc,CRIF,740,EXP,not_neg,not_int,not_lpsm,16.0
33207,l1,nopc,EXP,563,EXP,not_neg,int_only,not_lpsm,39.0
33208,l1,nopc,EXP,713,EXP,not_neg,not_int,not_lpsm,49.0
33209,l1,nopc,EQUI,689,EXP,not_neg,not_int,not_lpsm,
33210,l2,nopc,EQUI,507,EXP,not_neg,not_int,not_lpsm,
33211,l1,nopc,CRIF,507,CIB,not_neg,int_only,not_lpsm,16.0
33212,l1,nopc,CIB,532,CIB,neg_amm,not_int,not_lpsm,36.0
33213,l1,nopc,EXP,866,EXP,not_neg,not_int,not_lpsm,33.0
33214,l1,nopc,EQUI,857,EXP,neg_amm,not_int,not_lpsm,
33215,l1,nopc,CIB,614,EXP,not_neg,not_int,not_lpsm,36.0
33216,l1,nopc,CRIF,785,EXP,not_neg,not_int,not_lpsm,8.0
33217,l1,nopc,EXP,566,CIB,not_neg,not_int,not_lpsm,24.0
33218,l1,nopc,CRIF,561,CIB,not_neg,not_int,not_lpsm,43.0
33219,l2,nopc,EXP,851,EXP,not_neg,not_int,not_lpsm,22.0
33220,l1,nopc,EXP,815,EXP,not_neg,not_int,not_lpsm,45.0
33221,l1,nopc,CRIF,770,CIB,not_neg,not_int,not_lpsm,30.0
33222,l1,nopc,EQUI,658,EXP,not_neg,not_int,not_lpsm,
33223,l1,nopc,CIB,867,EXP,not_neg,not_int,not_lpsm,
33224,l1,nopc,CRIF,749,CIB,not_neg,not_int,not_lpsm,37.0
33225,l1,nopc,CIB,701,CIB,not_neg,not_int,not_lpsm,60.0
33226,l1,nopc,CIB,693,EXP,not_neg,not_int,not_lpsm,6.0
33227,l1,nopc,CRIF,624,EXP,not_neg,not_int,not_lpsm,11.0
33228,l1,nopc,EXP,555,CIB,not_neg,not_int,not_lpsm,21.0
33229,l1,nopc,CRIF,553,CIB,not_neg,not_int,not_lpsm,37.0
33230,l1,nopc,EXP,694,EXP,not_neg,not_int,not_lpsm,43.0
33231,l1,nopc,EXP,603,EXP,not_neg,not_int,not_lpsm,41.0
33232,l1,nopc,EQUI,512,EXP,not_neg,not_int,lpsm,
33233,l1,nopc,CIB,593,EXP,not_neg,not_int,not_lpsm,22.0
33234,l1,nopc,EXP,738,CIB,not_neg,not_int,not_lpsm,47.0
33235,l1,nopc,EXP,732,CIB,not_neg,not_int,not_lpsm,
33236,l1,nopc,CIB,543,CIB,not_neg,not_int,not_lpsm,42.0
33237,l1,nopc,CRIF,634,CIB,not_neg,int_only,not_lpsm,44.0
33238,l1,nopc,EXP,598,CIB,not_neg,not_int,not_lpsm,39.0
33239,l1,nopc,CIB,891,CIB,not_neg,not_int,not_lpsm,36.0
33240,l1,nopc,CIB,873,CIB,not_neg,not_int,not_lpsm,44.0
33241,l1,nopc,CRIF,632,CIB,not_neg,not_int,not_lpsm,45.0
33242,l1,nopc,CRIF,770,EXP,not_neg,not_int,not_lpsm,9.0
33243,l1,nopc,CIB,734,CIB,not_neg,not_int,not_lpsm,45.0
33244,l1,nopc,EXP,854,CIB,not_neg,not_int,not_lpsm,38.0
33245,l1,nopc,CIB,572,CIB,not_neg,not_int,not_lpsm,
33246,l1,nopc,CIB,690,EXP,not_neg,not_int,not_lpsm,35.0
33247,l1,nopc,CIB,612,CIB,not_neg,not_int,not_lpsm,22.0
33248,l1,nopc,CRIF,617,CIB,not_neg,not_int,not_lpsm,50.0
33249,l1,nopc,CIB,808,CIB,not_neg,not_int,not_lpsm,38.0
33250,l1,nopc,CRIF,743,CIB,not_neg,not_int,not_lpsm,35.0
33251,l1,nopc,CIB,525,EXP,neg_amm,int_only,not_lpsm,
33252,l1,nopc,EXP,834,CIB,not_neg,not_int,not_lpsm,41.0
33253,l1,nopc,EQUI,785,EXP,neg_amm,not_int,not_lpsm,
33254,l1,nopc,EXP,719,EXP,not_neg,not_int,not_lpsm,40.0
33255,l1,nopc,CIB,684,EXP,not_neg,not_int,not_lpsm,54.0
33256,l1,nopc,EXP,815,EXP,not_neg,not_int,not_lpsm,47.0
33257,l1,nopc,CIB,639,CIB,not_neg,int_only,not_lpsm,30.0
33258,l1,nopc,CIB,622,EXP,not_neg,not_int,not_lpsm,22.0
33259,l1,nopc,CIB,534,CIB,not_neg,not_int,not_lpsm,27.0
33260,l1,nopc,CIB,754,EXP,not_neg,not_int,not_lpsm,52.0
33261,l1,nopc,CIB,634,EXP,not_neg,not_int,not_lpsm,
33262,l1,nopc,CIB,719,EXP,not_neg,not_int,not_lpsm,
33263,l1,nopc,CRIF,570,EXP,not_neg,not_int,not_lpsm,47.0
33264,l1,nopc,EXP,517,CIB,not_neg,int_only,not_lpsm,48.0
33265,l1,nopc,EXP,563,CIB,not_neg,not_int,not_lpsm,
33266,l1,nopc,EXP,812,EXP,not_neg,not_int,not_lpsm,6.0
33267,l2,nopc,CIB,630,EXP,not_neg,not_int,not_lpsm,31.0
33268,l1,nopc,CIB,763,CIB,not_neg,not_int,not_lpsm,48.0
33269,l1,nopc,CIB,719,CIB,not_neg,not_int,not_lpsm,35.0
33270,l1,nopc,CIB,718,EXP,not_neg,not_int,not_lpsm,28.0
33271,l1,nopc,CIB,876,EXP,not_neg,not_int,not_lpsm,5.0
33272,l1,nopc,CIB,861,EXP,neg_amm,not_int,not_lpsm,51.0
33273,l1,nopc,EXP,759,CIB,not_neg,not_int,lpsm,42.0
33274,l1,nopc,CRIF,727,EXP,not_neg,not_int,not_lpsm,34.0
33275,l1,nopc,CIB,561,CIB,not_neg,not_int,not_lpsm,49.0
33276,l1,nopc,EXP,869,CIB,not_neg,not_int,not_lpsm,39.0
33277,l1,nopc,EXP,680,CIB,neg_amm,not_int,not_lpsm,40.0
33278,l1,nopc,CIB,734,CIB,neg_amm,not_int,not_lpsm,59.0
33279,l1,nopc,CRIF,603,EXP,not_neg,not_int,not_lpsm,38.0
33280,l1,nopc,CRIF,855,CIB,not_neg,not_int,not_lpsm,60.0
33281,l1,nopc,EXP,823,CIB,neg_amm,not_int,not_lpsm,15.0
33282,l1,nopc,CRIF,740,EXP,not_neg,not_int,not_lpsm,36.0
33283,l1,nopc,CRIF,562,CIB,not_neg,not_int,not_lpsm,48.0
33284,l1,nopc,CIB,853,EXP,not_neg,not_int,not_lpsm,20.0
33285,l1,nopc,CRIF,661,EXP,not_neg,not_int,not_lpsm,
33286,l1,nopc,CRIF,665,CIB,not_neg,not_int,not_lpsm,39.0
33287,l1,nopc,EXP,639,EXP,not_neg,not_int,not_lpsm,12.0
33288,l1,nopc,EXP,536,EXP,not_neg,not_int,not_lpsm,36.0
33289,l1,nopc,EXP,781,EXP,not_neg,not_int,not_lpsm,48.0
33290,l1,nopc,EXP,609,CIB,not_neg,not_int,not_lpsm,25.0
33291,l1,nopc,CIB,855,CIB,not_neg,not_int,not_lpsm,45.0
33292,l1,nopc,EQUI,768,EXP,not_neg,not_int,not_lpsm,
33293,l1,nopc,EXP,735,EXP,not_neg,not_int,not_lpsm,39.0
33294,l1,nopc,EXP,536,CIB,not_neg,not_int,not_lpsm,15.0
33295,l1,nopc,CRIF,652,CIB,not_neg,not_int,not_lpsm,44.0
33296,l1,nopc,CIB,711,EXP,not_neg,not_int,not_lpsm,37.0
33297,l1,nopc,CRIF,695,CIB,not_neg,not_int,not_lpsm,55.0
33298,l1,nopc,CRIF,870,EXP,neg_amm,not_int,not_lpsm,23.0
33299,l1,nopc,CIB,536,EXP,not_neg,not_int,not_lpsm,34.0
33300,l1,nopc,EQUI,562,EXP,not_neg,not_int,not_lpsm,
33301,l1,nopc,CRIF,689,EXP,neg_amm,not_int,not_lpsm,44.0
33302,l1,nopc,EQUI,811,EXP,not_neg,not_int,lpsm,
33303,l1,nopc,EXP,830,EXP,not_neg,not_int,not_lpsm,34.0
33304,l1,nopc,EQUI,886,EXP,not_neg,not_int,not_lpsm,
33305,l1,nopc,EXP,733,CIB,not_neg,int_only,not_lpsm,37.0
33306,l1,nopc,EQUI,743,EXP,not_neg,not_int,not_lpsm,
33307,l2,nopc,CIB,781,CIB,not_neg,not_int,not_lpsm,60.0
33308,l1,nopc,CIB,565,EXP,not_neg,not_int,not_lpsm,44.0
33309,l1,nopc,EQUI,592,EXP,not_neg,not_int,not_lpsm,
33310,l1,nopc,EXP,587,EXP,not_neg,not_int,not_lpsm,48.0
33311,l1,nopc,EQUI,607,EXP,not_neg,not_int,not_lpsm,
33312,l1,nopc,CRIF,545,CIB,not_neg,not_int,not_lpsm,42.0
33313,l1,nopc,EXP,721,EXP,not_neg,not_int,not_lpsm,36.0
33314,l1,nopc,CRIF,579,EXP,not_neg,not_int,not_lpsm,46.0
33315,l1,nopc,CRIF,577,EXP,not_neg,int_only,not_lpsm,19.0
33316,l1,nopc,EXP,557,CIB,not_neg,not_int,not_lpsm,42.0
33317,l1,nopc,CRIF,531,CIB,not_neg,not_int,not_lpsm,13.0
33318,l1,nopc,EXP,707,EXP,not_neg,not_int,not_lpsm,
33319,l1,nopc,EXP,514,CIB,not_neg,not_int,not_lpsm,33.0
33320,l1,nopc,CIB,776,CIB,not_neg,not_int,not_lpsm,42.0
33321,l1,nopc,EXP,519,CIB,not_neg,int_only,not_lpsm,42.0
33322,l1,nopc,CIB,612,EXP,not_neg,not_int,not_lpsm,31.0
33323,l1,nopc,CIB,674,CIB,not_neg,not_int,not_lpsm,31.0
33324,l1,nopc,CIB,790,CIB,not_neg,int_only,not_lpsm,28.0
33325,l2,nopc,EXP,791,EXP,not_neg,not_int,not_lpsm,34.0
33326,l1,nopc,CIB,515,CIB,not_neg,not_int,not_lpsm,20.0
33327,l1,nopc,CIB,671,CIB,neg_amm,not_int,not_lpsm,41.0
33328,l1,nopc,EXP,775,EXP,not_neg,not_int,not_lpsm,37.0
33329,l1,nopc,EQUI,675,EXP,not_neg,not_int,not_lpsm,
33330,l2,nopc,EQUI,561,EXP,not_neg,not_int,not_lpsm,
33331,l1,nopc,CIB,668,EXP,not_neg,not_int,not_lpsm,32.0
33332,l1,nopc,EXP,782,CIB,not_neg,not_int,not_lpsm,37.0
33333,l1,nopc,CRIF,526,CIB,neg_amm,not_int,not_lpsm,40.0
33334,l1,nopc,CRIF,693,CIB,not_neg,not_int,not_lpsm,53.0
33335,l1,nopc,CIB,825,EXP,not_neg,not_int,not_lpsm,
33336,l1,nopc,CRIF,594,EXP,not_neg,not_int,not_lpsm,20.0
33337,l1,nopc,CIB,506,CIB,not_neg,not_int,not_lpsm,20.0
33338,l1,nopc,EXP,597,CIB,not_neg,not_int,not_lpsm,38.0
33339,l1,nopc,CIB,882,CIB,not_neg,not_int,not_lpsm,
33340,l1,nopc,CRIF,571,EXP,not_neg,not_int,not_lpsm,49.0
33341,l1,nopc,CIB,892,EXP,not_neg,not_int,not_lpsm,39.0
33342,l1,nopc,EXP,855,CIB,not_neg,not_int,not_lpsm,23.0
33343,l1,nopc,EXP,756,CIB,not_neg,not_int,not_lpsm,31.0
33344,l1,nopc,CRIF,613,CIB,not_neg,not_int,not_lpsm,13.0
33345,l1,nopc,CIB,700,CIB,not_neg,not_int,not_lpsm,36.0
33346,l1,nopc,CIB,768,CIB,not_neg,not_int,not_lpsm,26.0
33347,l1,nopc,CRIF,552,CIB,not_neg,not_int,not_lpsm,35.0
33348,l1,nopc,CIB,659,CIB,not_neg,not_int,not_lpsm,
33349,l1,nopc,EQUI,808,EXP,not_neg,not_int,not_lpsm,
33350,l1,nopc,CIB,603,CIB,not_neg,not_int,not_lpsm,37.0
33351,l1,nopc,EXP,654,CIB,not_neg,not_int,not_lpsm,38.0
33352,l1,nopc,CIB,861,EXP,not_neg,not_int,not_lpsm,
33353,l1,nopc,CRIF,622,CIB,not_neg,not_int,not_lpsm,20.0
33354,l1,nopc,CRIF,874,CIB,not_neg,not_int,not_lpsm,40.0
33355,l1,nopc,CRIF,629,CIB,neg_amm,not_int,not_lpsm,30.0
33356,l1,nopc,CRIF,653,EXP,not_neg,not_int,not_lpsm,32.0
33357,l1,nopc,EXP,520,EXP,not_neg,not_int,not_lpsm,28.0
33358,l1,nopc,CIB,782,EXP,not_neg,not_int,not_lpsm,24.0
33359,l1,nopc,CRIF,649,CIB,not_neg,not_int,not_lpsm,32.0
33360,l1,nopc,EXP,893,EXP,not_neg,not_int,not_lpsm,16.0
33361,l1,nopc,EXP,870,EXP,not_neg,not_int,not_lpsm,25.0
33362,l1,nopc,EXP,607,CIB,neg_amm,not_int,not_lpsm,48.0
33363,l1,nopc,CIB,895,EXP,not_neg,not_int,not_lpsm,35.0
33364,l1,nopc,EXP,784,CIB,not_neg,not_int,not_lpsm,49.0
33365,l1,nopc,CRIF,852,CIB,not_neg,not_int,not_lpsm,31.0
33366,l1,nopc,CRIF,689,CIB,not_neg,not_int,not_lpsm,48.0
33367,l1,nopc,CIB,895,CIB,not_neg,not_int,not_lpsm,47.0
33368,l1,nopc,CRIF,890,CIB,neg_amm,int_only,not_lpsm,47.0
33369,l1,nopc,CIB,896,EXP,not_neg,int_only,not_lpsm,22.0
33370,l1,nopc,EQUI,696,EXP,not_neg,not_int,not_lpsm,
33371,l1,nopc,CIB,771,EXP,not_neg,not_int,not_lpsm,37.0
33372,l1,nopc,EXP,594,CIB,not_neg,not_int,not_lpsm,
33373,l1,nopc,CRIF,779,CIB,not_neg,not_int,not_lpsm,39.0
33374,l1,nopc,EXP,782,CIB,not_neg,not_int,not_lpsm,27.0
33375,l1,nopc,EXP,791,EXP,not_neg,not_int,not_lpsm,28.0
33376,l1,nopc,EQUI,782,EXP,not_neg,not_int,not_lpsm,
33377,l1,nopc,CIB,775,EXP,not_neg,not_int,not_lpsm,37.0
33378,l1,nopc,EXP,834,EXP,not_neg,not_int,not_lpsm,30.0
33379,l1,nopc,CIB,698,EXP,not_neg,not_int,not_lpsm,30.0
33380,l1,nopc,EXP,578,CIB,not_neg,not_int,not_lpsm,23.0
33381,l1,nopc,EXP,770,EXP,not_neg,not_int,not_lpsm,
33382,l1,nopc,CRIF,505,CIB,not_neg,not_int,not_lpsm,27.0
33383,l1,nopc,CIB,673,EXP,not_neg,not_int,not_lpsm,32.0
33384,l1,nopc,CIB,788,CIB,not_neg,not_int,not_lpsm,22.0
33385,l2,nopc,EXP,568,EXP,not_neg,not_int,not_lpsm,
33386,l1,nopc,CIB,851,EXP,not_neg,not_int,not_lpsm,25.0
33387,l1,nopc,CIB,712,EXP,not_neg,not_int,not_lpsm,15.0
33388,l2,nopc,CRIF,637,CIB,neg_amm,not_int,not_lpsm,54.0
33389,l1,nopc,EXP,842,EXP,not_neg,not_int,not_lpsm,40.0
33390,l1,nopc,CIB,688,EXP,neg_amm,not_int,not_lpsm,30.0
33391,l1,nopc,CIB,668,EXP,not_neg,not_int,not_lpsm,18.0
33392,l1,nopc,EXP,700,CIB,not_neg,not_int,not_lpsm,44.0
33393,l1,nopc,CIB,595,CIB,not_neg,not_int,not_lpsm,46.0
33394,l1,nopc,CIB,726,EXP,not_neg,not_int,not_lpsm,38.0
33395,l1,nopc,CRIF,817,CIB,not_neg,not_int,not_lpsm,36.0
33396,l1,nopc,CIB,754,EXP,not_neg,not_int,not_lpsm,29.0
33397,l1,nopc,CRIF,674,EXP,not_neg,not_int,not_lpsm,28.0
33398,l1,nopc,CRIF,699,CIB,not_neg,not_int,not_lpsm,24.0
33399,l1,nopc,EQUI,896,EXP,not_neg,not_int,lpsm,
33400,l1,nopc,CIB,784,CIB,not_neg,not_int,not_lpsm,30.0
33401,l1,nopc,EQUI,672,EXP,not_neg,not_int,not_lpsm,
33402,l1,nopc,CIB,567,CIB,not_neg,not_int,not_lpsm,44.0
33403,l1,nopc,CIB,639,CIB,not_neg,not_int,not_lpsm,42.0
33404,l1,nopc,EXP,739,CIB,neg_amm,not_int,not_lpsm,45.0
33405,l1,nopc,EXP,619,CIB,not_neg,not_int,not_lpsm,36.0
33406,l1,nopc,CRIF,575,EXP,not_neg,not_int,not_lpsm,41.0
33407,l1,nopc,CRIF,635,EXP,not_neg,not_int,not_lpsm,37.0
33408,l1,nopc,CRIF,884,EXP,not_neg,not_int,not_lpsm,51.0
33409,l1,nopc,CIB,899,EXP,not_neg,not_int,not_lpsm,34.0
33410,l1,nopc,CRIF,826,CIB,not_neg,not_int,not_lpsm,43.0
33411,l1,nopc,CRIF,853,CIB,not_neg,not_int,not_lpsm,37.0
33412,l1,nopc,CRIF,525,CIB,not_neg,not_int,not_lpsm,52.0
33413,l1,nopc,CRIF,617,CIB,not_neg,not_int,not_lpsm,20.0
33414,l1,nopc,CIB,609,EXP,not_neg,not_int,not_lpsm,30.0
33415,l1,nopc,EQUI,826,EXP,not_neg,not_int,not_lpsm,
33416,l1,nopc,CIB,552,CIB,not_neg,not_int,not_lpsm,6.0
33417,l1,nopc,EXP,618,CIB,not_neg,not_int,not_lpsm,
33418,l1,nopc,EQUI,732,EXP,not_neg,not_int,not_lpsm,
33419,l1,nopc,CIB,535,CIB,not_neg,not_int,not_lpsm,43.0
33420,l1,nopc,CRIF,767,CIB,not_neg,not_int,not_lpsm,36.0
33421,l1,nopc,CIB,797,CIB,not_neg,not_int,not_lpsm,31.0
33422,l1,nopc,EXP,771,CIB,not_neg,not_int,not_lpsm,28.0
33423,l1,nopc,EQUI,886,EXP,not_neg,not_int,not_lpsm,
33424,l1,nopc,EXP,679,EXP,not_neg,not_int,not_lpsm,
33425,l1,nopc,EXP,684,CIB,not_neg,not_int,not_lpsm,
33426,l1,nopc,EQUI,518,EXP,neg_amm,not_int,not_lpsm,
33427,l1,nopc,EQUI,749,EXP,not_neg,int_only,not_lpsm,
33428,l1,nopc,EQUI,791,EXP,not_neg,not_int,not_lpsm,
33429,l1,nopc,CIB,776,CIB,not_neg,not_int,lpsm,61.0
33430,l1,nopc,CIB,624,CIB,not_neg,not_int,not_lpsm,10.0
33431,l1,nopc,CIB,807,CIB,not_neg,not_int,not_lpsm,49.0
33432,l1,nopc,EXP,551,CIB,not_neg,not_int,not_lpsm,38.0
33433,l1,nopc,CIB,860,CIB,neg_amm,not_int,not_lpsm,42.0
33434,l2,nopc,CIB,641,EXP,not_neg,not_int,not_lpsm,45.0
33435,l1,nopc,CRIF,567,CIB,not_neg,not_int,not_lpsm,44.0
33436,l2,nopc,CIB,852,EXP,not_neg,not_int,not_lpsm,17.0
33437,l1,nopc,CRIF,782,EXP,not_neg,not_int,not_lpsm,45.0
33438,l1,nopc,CIB,534,EXP,not_neg,not_int,not_lpsm,52.0
33439,l1,nopc,EXP,550,CIB,not_neg,not_int,not_lpsm,41.0
33440,l1,nopc,EXP,755,CIB,not_neg,not_int,lpsm,54.0
33441,l1,nopc,CIB,719,CIB,not_neg,int_only,not_lpsm,37.0
33442,l1,nopc,CRIF,880,CIB,not_neg,not_int,not_lpsm,44.0
33443,l1,nopc,CIB,686,CIB,not_neg,not_int,not_lpsm,25.0
33444,l1,nopc,EQUI,635,EXP,not_neg,not_int,not_lpsm,
33445,l2,nopc,CIB,603,EXP,not_neg,not_int,not_lpsm,37.0
33446,l1,nopc,CIB,706,CIB,not_neg,not_int,not_lpsm,36.0
33447,l1,nopc,EXP,761,CIB,not_neg,not_int,not_lpsm,36.0
33448,l1,nopc,EQUI,560,EXP,not_neg,not_int,not_lpsm,
33449,l1,nopc,EXP,607,EXP,not_neg,not_int,not_lpsm,42.0
33450,l1,nopc,CIB,765,EXP,not_neg,not_int,not_lpsm,45.0
33451,l1,nopc,EXP,867,CIB,not_neg,not_int,not_lpsm,8.0
33452,l1,nopc,EXP,850,EXP,not_neg,not_int,not_lpsm,32.0
33453,l1,nopc,CIB,585,CIB,not_neg,not_int,not_lpsm,39.0
33454,l1,nopc,CIB,898,EXP,not_neg,not_int,not_lpsm,15.0
33455,l1,nopc,CIB,564,CIB,not_neg,not_int,not_lpsm,20.0
33456,l1,nopc,CIB,515,CIB,not_neg,not_int,not_lpsm,54.0
33457,l1,nopc,CRIF,646,EXP,not_neg,not_int,not_lpsm,36.0
33458,l1,nopc,CRIF,685,CIB,not_neg,not_int,not_lpsm,52.0
33459,l1,nopc,EXP,619,EXP,not_neg,not_int,not_lpsm,44.0
33460,l1,nopc,CIB,626,EXP,not_neg,not_int,not_lpsm,49.0
33461,l1,nopc,EXP,519,EXP,not_neg,not_int,not_lpsm,42.0
33462,l1,nopc,CIB,788,EXP,not_neg,not_int,not_lpsm,26.0
33463,l2,nopc,CRIF,654,EXP,not_neg,not_int,not_lpsm,49.0
33464,l1,nopc,EXP,598,CIB,neg_amm,not_int,not_lpsm,37.0
33465,l1,nopc,EXP,504,CIB,not_neg,not_int,not_lpsm,43.0
33466,l1,nopc,EXP,628,EXP,not_neg,not_int,lpsm,54.0
33467,l1,nopc,CIB,740,CIB,not_neg,not_int,not_lpsm,38.0
33468,l1,nopc,CRIF,839,EXP,neg_amm,not_int,not_lpsm,37.0
33469,l1,nopc,EQUI,766,EXP,neg_amm,int_only,not_lpsm,
33470,l1,nopc,CRIF,827,CIB,not_neg,not_int,not_lpsm,49.0
33471,l1,nopc,CIB,884,CIB,not_neg,not_int,not_lpsm,12.0
33472,l1,nopc,CIB,676,CIB,not_neg,not_int,not_lpsm,20.0
33473,l1,nopc,EXP,788,CIB,not_neg,not_int,not_lpsm,33.0
33474,l1,nopc,CIB,853,EXP,not_neg,not_int,not_lpsm,44.0
33475,l1,nopc,EQUI,848,EXP,neg_amm,not_int,not_lpsm,
33476,l1,nopc,CRIF,538,CIB,not_neg,not_int,not_lpsm,44.0
33477,l1,nopc,EXP,720,EXP,neg_amm,not_int,not_lpsm,46.0
33478,l1,nopc,CIB,600,EXP,not_neg,not_int,not_lpsm,8.0
33479,l1,nopc,CRIF,784,EXP,not_neg,not_int,not_lpsm,37.0
33480,l1,nopc,CRIF,553,CIB,not_neg,not_int,not_lpsm,40.0
33481,l1,nopc,EXP,581,CIB,not_neg,not_int,not_lpsm,44.0
33482,l1,nopc,CIB,863,EXP,not_neg,not_int,not_lpsm,55.0
33483,l1,nopc,CIB,805,CIB,not_neg,not_int,not_lpsm,61.0
33484,l1,nopc,EXP,533,CIB,not_neg,not_int,not_lpsm,41.0
33485,l1,nopc,EXP,654,CIB,not_neg,not_int,not_lpsm,33.0
33486,l1,nopc,CIB,640,CIB,not_neg,not_int,not_lpsm,42.0
33487,l2,nopc,CIB,603,EXP,not_neg,not_int,not_lpsm,32.0
33488,l1,nopc,EXP,507,EXP,not_neg,not_int,not_lpsm,44.0
33489,l1,nopc,CIB,691,CIB,not_neg,not_int,not_lpsm,36.0
33490,l1,nopc,EQUI,811,EXP,not_neg,not_int,not_lpsm,
33491,l1,nopc,CIB,890,CIB,not_neg,not_int,not_lpsm,43.0
33492,l1,nopc,CRIF,752,CIB,not_neg,not_int,not_lpsm,48.0
33493,l1,nopc,EXP,635,CIB,not_neg,not_int,not_lpsm,30.0
33494,l1,nopc,CRIF,706,EXP,neg_amm,not_int,not_lpsm,35.0
33495,l1,nopc,EQUI,589,EXP,neg_amm,not_int,not_lpsm,
33496,l1,nopc,CRIF,727,EXP,not_neg,not_int,not_lpsm,30.0
33497,l1,nopc,EQUI,676,EXP,not_neg,not_int,lpsm,
33498,l1,nopc,CRIF,605,EXP,not_neg,not_int,not_lpsm,43.0
33499,l1,nopc,EXP,802,CIB,neg_amm,not_int,not_lpsm,43.0
33500,l1,nopc,CIB,592,CIB,not_neg,int_only,not_lpsm,43.0
33501,l1,nopc,CRIF,633,CIB,not_neg,not_int,not_lpsm,32.0
33502,l1,nopc,EXP,572,EXP,not_neg,not_int,not_lpsm,46.0
33503,l1,nopc,EXP,823,EXP,not_neg,not_int,not_lpsm,
33504,l1,nopc,CIB,816,CIB,not_neg,not_int,not_lpsm,38.0
33505,l1,nopc,CIB,832,EXP,not_neg,not_int,not_lpsm,31.0
33506,l1,nopc,EXP,836,CIB,neg_amm,not_int,not_lpsm,49.0
33507,l1,nopc,CRIF,725,CIB,not_neg,not_int,not_lpsm,59.0
33508,l1,nopc,CRIF,884,CIB,not_neg,not_int,not_lpsm,44.0
33509,l1,nopc,CIB,618,EXP,not_neg,not_int,not_lpsm,33.0
33510,l1,nopc,EXP,698,CIB,not_neg,not_int,not_lpsm,35.0
33511,l1,nopc,EXP,888,EXP,not_neg,not_int,not_lpsm,43.0
33512,l1,nopc,CRIF,761,CIB,not_neg,not_int,not_lpsm,45.0
33513,l1,nopc,EXP,776,EXP,not_neg,not_int,not_lpsm,31.0
33514,l1,nopc,CRIF,795,EXP,not_neg,not_int,not_lpsm,38.0
33515,l1,nopc,CRIF,555,CIB,not_neg,not_int,not_lpsm,36.0
33516,l1,nopc,EXP,800,CIB,not_neg,not_int,not_lpsm,31.0
33517,l1,nopc,EQUI,878,EXP,not_neg,not_int,not_lpsm,
33518,l1,nopc,CRIF,861,CIB,neg_amm,not_int,not_lpsm,40.0
33519,l1,nopc,CRIF,649,CIB,not_neg,not_int,not_lpsm,41.0
33520,l1,nopc,EQUI,507,EXP,neg_amm,not_int,not_lpsm,
33521,l1,nopc,CIB,739,EXP,not_neg,not_int,not_lpsm,31.0
33522,l1,nopc,CIB,741,CIB,not_neg,not_int,not_lpsm,48.0
33523,l1,nopc,CRIF,677,CIB,not_neg,not_int,not_lpsm,21.0
33524,l1,nopc,EXP,539,EXP,not_neg,not_int,not_lpsm,38.0
33525,l1,nopc,CIB,736,EXP,not_neg,int_only,not_lpsm,43.0
33526,l1,nopc,EQUI,613,EXP,not_neg,not_int,not_lpsm,
33527,l1,nopc,CRIF,863,CIB,not_neg,not_int,not_lpsm,49.0
33528,l1,nopc,EXP,896,CIB,not_neg,not_int,not_lpsm,36.0
33529,l1,nopc,CIB,560,CIB,neg_amm,not_int,not_lpsm,24.0
33530,l1,nopc,CRIF,659,EXP,not_neg,not_int,not_lpsm,41.0
33531,l1,nopc,EXP,612,CIB,not_neg,not_int,not_lpsm,
33532,l1,nopc,CIB,603,CIB,not_neg,not_int,not_lpsm,42.0
33533,l1,nopc,CRIF,683,CIB,neg_amm,not_int,not_lpsm,35.0
33534,l1,nopc,CIB,822,EXP,not_neg,not_int,not_lpsm,
33535,l1,nopc,CIB,815,CIB,not_neg,not_int,not_lpsm,59.0
33536,l1,nopc,CIB,793,EXP,not_neg,not_int,not_lpsm,41.0
33537,l1,nopc,EQUI,844,EXP,not_neg,not_int,lpsm,
33538,l1,nopc,EQUI,622,EXP,not_neg,not_int,not_lpsm,
33539,l1,nopc,EXP,577,EXP,not_neg,not_int,not_lpsm,41.0
33540,l1,nopc,EXP,697,CIB,not_neg,not_int,not_lpsm,30.0
33541,l1,nopc,CRIF,598,EXP,not_neg,not_int,not_lpsm,9.0
33542,l1,nopc,CIB,548,CIB,neg_amm,not_int,not_lpsm,45.0
33543,l1,nopc,EQUI,603,EXP,not_neg,not_int,not_lpsm,
33544,l1,nopc,EXP,824,CIB,not_neg,not_int,not_lpsm,45.0
